date,open,high,low,close
19/08/2021,159.701004,161.649994,159.123001,159.387497
20/08/2021,160.193497,160.390503,158.787994,159.997498
23/08/2021,160.595001,164.044998,160.500504,163.293503
24/08/2021,164,165.774506,163.729004,165.289001
25/08/2021,165.4935,166.050003,164.307495,164.959
26/08/2021,164.949997,166.600006,164.800003,165.800003
27/08/2021,166.661499,167.615997,165.6875,167.481506
30/08/2021,167.871506,172.25,167.761002,171.078506
31/08/2021,171.240005,173.628998,169.779495,173.539505
01/09/2021,174.820007,176.350006,173.761993,173.949997
02/09/2021,174.738007,175.598007,172.75,173.156006
03/09/2021,172.600006,174.133499,171.822006,173.902496
07/09/2021,173.899994,176.404495,173.847,175.464493
08/09/2021,175.582504,177.281494,174.783493,176.274994
09/09/2021,176.300995,177.499496,174.018494,174.207993
10/09/2021,175.091507,175.422501,173.145493,173.457504
13/09/2021,174.139999,174.897995,171.899994,172.858505
14/09/2021,173.777496,174.3405,171.885498,172.5
15/09/2021,172.126007,174.270996,170.100494,173.789505
16/09/2021,172.998001,174.627502,172.307007,174.412003
17/09/2021,174.420502,174.870499,172.606506,173.126007
20/09/2021,169.800003,170.949997,165.250504,167.786499
21/09/2021,168.75,168.985001,166.619507,167.181503
22/09/2021,167.550003,169.449997,167.052505,169.002502
23/09/2021,169.002502,171.447998,169.002502,170.800003
24/09/2021,170.100494,171.462997,169.669998,171.276001
27/09/2021,168.574997,170.778503,166.980499,170.289993
28/09/2021,167.885498,168.459503,164.505005,165.798004
29/09/2021,166.105499,167.565002,164.893494,165.056
30/09/2021,165.800003,166.392502,163.699493,164.251999
01/10/2021,164.4505,165.458496,162.796997,164.162994
04/10/2021,163.969498,163.999496,158.8125,159.488998
05/10/2021,160.225006,163.036499,160.123001,161.050003
06/10/2021,160.676498,163.216995,159.931,163.100494
07/10/2021,164.576996,166.287506,164.153,165.121506
08/10/2021,165.850006,166.071503,164.410004,164.431
11/10/2021,163.75,164.629501,161.904999,162.315002
12/10/2021,162.850006,163.376495,161.813995,162.366501
13/10/2021,163.485504,164.419006,163.054504,164.214005
14/10/2021,165.122498,165.630005,164.539001,164.992996
15/10/2021,165.570999,170.520996,165.199997,170.451004
18/10/2021,169.417999,172.458496,169.255005,172.337006
19/10/2021,171.714493,172.734497,171.100006,172.207504
20/10/2021,172.632996,173.143005,170.018494,170.753006
21/10/2021,170.712494,172.014008,170.149994,171.750504
22/10/2021,171.050003,171.492004,166.565002,166.777496
25/10/2021,166.75,167.389999,164.884995,166.018494
26/10/2021,167.475494,170.806,167.199005,168.803497
27/10/2021,169.399994,171.850006,168.572495,169.624496
28/10/2021,170.104996,173.949997,169.300003,172.328506
29/10/2021,165.001007,168.740997,163.666,168.621506
01/11/2021,168.089996,168.792999,164.600998,165.905502
02/11/2021,165.750504,166.556,164.177505,165.637497
03/11/2021,165.449997,169.746002,164.876007,169.199997
04/11/2021,168.5,174.931503,168.25,173.850006
05/11/2021,173.850006,178.3125,173.848999,175.949493
08/11/2021,176.162003,178.949997,174.393005,174.449005
09/11/2021,175.762497,179.688507,175.071503,178.811493
10/11/2021,178.193497,180.272507,173.154495,174.102493
11/11/2021,175.649994,177.162003,173.373505,173.625
12/11/2021,174.25,177.036499,172.352493,176.257507
15/11/2021,176.850006,179.694,176.290497,177.283997
16/11/2021,176.949997,178.824997,176.257507,177.035004
17/11/2021,178.235992,179.362503,177.267502,177.449997
18/11/2021,178.317505,185.210007,178.050003,184.802994
19/11/2021,185.634506,188.107498,183.785995,183.828506
22/11/2021,183.819,185.673004,178.375,178.628494
23/11/2021,179.251999,181.052505,176.385498,179.001999
24/11/2021,178.133499,180.682007,176.842499,179.020493
26/11/2021,180.104996,181.675003,175.207504,175.227997
29/11/2021,177.382004,179.800003,176.574997,178.078506
30/11/2021,178.175003,179.288498,174.600494,175.3535
01/12/2021,177.25,177.994003,172.080002,172.186005
02/12/2021,173,174.634995,171.1875,171.867996
03/12/2021,172.75,173.4935,166.929993,169.489502
06/12/2021,169.649994,173.695496,166.934494,171.3685
07/12/2021,174.600006,177.499496,173.334503,176.164505
08/12/2021,176.150497,177.179993,174.750504,176.158005
09/12/2021,175.75,176.969498,174.139496,174.171005
10/12/2021,175.417007,175.927002,170.5,172.212006
13/12/2021,172,172.100006,169.130005,169.567505
14/12/2021,167.550003,169.498993,166.440002,169.091507
15/12/2021,168.598007,173.600006,165.195007,173.315002
16/12/2021,173.3685,174.166,168.160507,168.871002
17/12/2021,167.710495,170.898499,165.613495,170.017502
20/12/2021,166.850006,167.874496,165.600006,167.078995
21/12/2021,167.850494,170.716507,165.647507,170.417007
22/12/2021,169.270004,172.050003,168.500504,171.037003
23/12/2021,170.427994,171.975006,170.149994,171.068497
27/12/2021,171.037003,172.942993,169.2155,169.669495
28/12/2021,170.182495,172.175995,169.135498,170.660995
29/12/2021,170.839996,171.212006,168.600494,169.201004
30/12/2021,169.699997,170.888,168.524002,168.644501
31/12/2021,168.955994,169.350006,166.558502,166.716995
03/01/2022,167.550003,170.703506,166.160507,170.404495
04/01/2022,170.438004,171.399994,166.349503,167.522003
05/01/2022,166.882996,167.126495,164.356995,164.356995
06/01/2022,163.4505,164.800003,161.936996,163.253998
07/01/2022,163.839005,165.2435,162.031006,162.554001
10/01/2022,160.585495,161.661499,156.304504,161.485992
11/01/2022,161.5,166.350006,160.701508,165.362
12/01/2022,166.574997,166.878006,164.417007,165.207001
13/01/2022,165.250504,166.221497,161.091003,161.214005
14/01/2022,160.149994,162.25,159.800507,162.138
18/01/2022,159.104996,159.734497,157.664505,158.917496
19/01/2022,158.761993,159.25,156.25,156.298996
20/01/2022,156.766006,158,151.350998,151.667496
21/01/2022,149.949997,150.899994,142.070496,142.643005
24/01/2022,139,144.945007,135.352005,144.544006
25/01/2022,142.242493,143.600006,138.145004,139.985992
26/01/2022,144.75,145.184998,137.318497,138.872498
27/01/2022,140.800003,144.2435,139.350006,139.637497
28/01/2022,140.860504,143.998001,137.929504,143.977997
31/01/2022,144.75,150.360504,144.300507,149.573502
01/02/2022,150,151.707993,147.627502,151.193497
02/02/2022,155.050507,155.074997,148.863495,150.612503
03/02/2022,141.737503,144.247498,138.332993,138.845505
04/02/2022,155.606506,161.199997,150.608002,157.639496
07/02/2022,158.520004,162.690994,157.25,157.935501
08/02/2022,156.750504,161.792496,155.550507,161.413498
09/02/2022,162.873505,163.834503,160.25,161.189499
10/02/2022,158.350006,160.716507,157.75,159.003494
11/02/2022,158.134506,159,152.733994,153.293503
14/02/2022,151.751007,158.448502,151.649994,155.167007
15/02/2022,157.605499,158.007004,154.637497,156.510498
16/02/2022,155.790497,158.834,154.734497,158.100494
17/02/2022,158.145996,160.348999,154.5,154.652496
18/02/2022,155.499496,155.499496,150.893005,152.601501
22/02/2022,150.4785,152.982498,148.485504,150.197495
23/02/2022,151.650497,151.763,144.651001,144.826996
24/02/2022,139.837494,151.748993,139.5,151.358002
25/02/2022,150.550003,153.990005,149.213501,153.788498
28/02/2022,152.425003,154.449997,150.850006,153.563004
01/03/2022,152.732498,154.098999,149.977005,151.141998
02/03/2022,150.848999,152.999496,148.75,152.052505
03/03/2022,153.531494,153.929001,146.856003,147.898499
04/03/2022,147.158997,147.850006,143.807007,145.641006
07/03/2022,145.443497,146.094498,137.416504,137.453003
08/03/2022,136.683502,140.699493,133.572495,136.014496
09/03/2022,139.5,140.25,136.828003,139.279007
10/03/2022,145.684998,148.6745,143.977997,146.817505
11/03/2022,149.574493,149.675003,145.369003,145.524506
14/03/2022,145.981003,147.449997,140.884003,141.852997
15/03/2022,142.850006,147.985001,142,147.366501
16/03/2022,148.5,153.149994,147.3535,153.104004
17/03/2022,152.640503,157.498505,152.139999,157.238998
18/03/2022,156.813004,161.593994,156.011002,161.250504
21/03/2022,161.121002,163.084,159.552994,161.491501
22/03/2022,161.805496,166.167007,161.699005,164.889008
23/03/2022,163.705002,166.369995,162.686996,163.408005
24/03/2022,163.749496,164.1185,160.050003,163.649506
25/03/2022,164,165.3685,162.25,164.773499
28/03/2022,164.975006,169.037506,164.899994,168.990494
29/03/2022,170.384003,170.831497,167.8685,169.315002
30/03/2022,168.509506,168.9505,165.5,166.300995
31/03/2022,166.445007,166.494995,162.953506,162.997498
01/04/2022,164.149506,165.826996,162.319504,163.559998
04/04/2022,164.125,168.394501,163.205505,168.346497
05/04/2022,167.741501,168.110504,163.266006,164.054993
06/04/2022,161.650497,162.199997,157.254501,158.755997
07/04/2022,158.399994,160.078995,154.511505,157.7845
08/04/2022,156.75,157.3685,154.231003,154.460495
11/04/2022,152.712997,154.136505,150.5345,151.121994
12/04/2022,153.692505,155.098999,150.382996,150.787506
13/04/2022,150.018494,156.024994,149.600006,155.541
14/04/2022,155.389999,155.897003,151.472,151.706497
18/04/2022,151.523499,154.039505,150.250504,152.785004
19/04/2022,152.029495,158.649002,151.550507,158.115494
20/04/2022,157.602493,157.602493,153.6035,153.998001
21/04/2022,154.714005,156.738007,147.589493,148.296005
22/04/2022,148.25,149.615005,143.697495,144.350006
25/04/2022,144.022995,146.221497,142.306503,146.074005
26/04/2022,144.800003,144.856003,138.929504,139.391006
27/04/2022,140.191498,141.948502,135.783493,138.167007
28/04/2022,142.177994,145.9375,140.300003,144.596497
29/04/2022,129.848999,130.761002,121.625,124.281502
02/05/2022,122.401001,124.667999,118.375,124.5
03/05/2022,124.053497,126.220497,122.824997,124.253502
04/05/2022,123.599998,126,119.182999,125.928497
05/05/2022,123,123.499001,115.072502,116.406998
06/05/2022,114.849998,119.050499,113.081497,114.772499
09/05/2022,111.3125,114,107.957001,108.789001
10/05/2022,111.25,112.642502,107.170998,108.859001
11/05/2022,108.1035,110.155998,104.428497,105.372002
12/05/2022,102.75,110.780502,102.405502,106.930496
13/05/2022,109.069,113.183998,107.800003,113.055
16/05/2022,113.099998,113.9925,110.353996,110.810501
17/05/2022,113.275002,115.800003,111.276497,115.3685
18/05/2022,111.439499,112.852997,106.249001,107.112503
19/05/2022,106.280502,110.033997,106.193001,107.319
20/05/2022,109.568497,109.898003,105.009499,107.591003
23/05/2022,108.460999,108.819,103.949997,107.556999
24/05/2022,104.025002,105.400002,101.260002,104.099998
25/05/2022,103.655502,108.175003,103.650002,106.775002
26/05/2022,107.970001,112.665497,107.453499,111.077499
27/05/2022,113.550003,115.186996,112.627998,115.1465
31/05/2022,116.279999,121.994499,115.675003,120.209503
01/06/2022,122.255997,125.179001,120.622498,121.683998
02/06/2022,121.683998,125.610001,120.044998,125.511002
03/06/2022,124.199997,124.400002,121.046501,122.349998
06/06/2022,125.25,128.990005,123.809998,124.790001
07/06/2022,122.010002,124.099998,120.629997,123
08/06/2022,122.610001,123.75,120.75,121.18
09/06/2022,119.989998,121.300003,116.099998,116.150002
10/06/2022,113.419998,114.5,109.050003,109.650002
13/06/2022,104.190002,106.540001,101.860001,103.669998
14/06/2022,104.190002,104.879997,101.43,102.309998
15/06/2022,103.860001,109.059998,103.529999,107.669998
16/06/2022,104.470001,104.580002,102.010002,103.660004
17/06/2022,102.800003,106.980003,102.510002,106.220001
21/06/2022,108.199997,111.629997,103.559998,108.68
22/06/2022,107.43,112.129997,107.019997,108.949997
23/06/2022,110.389999,113,107.93,112.440002
24/06/2022,112.379997,116.709999,111.43,116.459999
27/06/2022,117.089996,117.980003,112.699997,113.220001
28/06/2022,113.5,114.849998,107.040001,107.400002
29/06/2022,107.379997,110.989998,106.910004,108.919998
